"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"HoogstBehaaldOnderwijsniveau";"Perioden";"Bevolking_1"
"190";"T001038";"20150";"T001040";"2018710";"2003JJ00";"    1795"
"195";"T001038";"20150";"T001040";"2018710";"2004JJ00";"    1636"
"200";"T001038";"20150";"T001040";"2018710";"2005JJ00";"    1542"
"205";"T001038";"20150";"T001040";"2018710";"2006JJ00";"    1459"
"210";"T001038";"20150";"T001040";"2018710";"2007JJ00";"    1403"
"215";"T001038";"20150";"T001040";"2018710";"2008JJ00";"    1417"
"220";"T001038";"20150";"T001040";"2018710";"2009JJ00";"    1406"
"225";"T001038";"20150";"T001040";"2018710";"2010JJ00";"    1414"
"230";"T001038";"20150";"T001040";"2018710";"2011JJ00";"    1423"
"235";"T001038";"20150";"T001040";"2018710";"2012JJ00";"    1397"
"240";"T001038";"20150";"T001040";"2018710";"2013JJ00";"    1491"
"245";"T001038";"20150";"T001040";"2018710";"2014JJ00";"    1501"
"250";"T001038";"20150";"T001040";"2018710";"2015JJ00";"    1508"
"255";"T001038";"20150";"T001040";"2018710";"2016JJ00";"    1488"
"260";"T001038";"20150";"T001040";"2018710";"2017JJ00";"    1451"
"265";"T001038";"20150";"T001040";"2018710";"2018JJ00";"    1451"
"270";"T001038";"20150";"T001040";"2018710";"2019JJ00";"    1433"
"275";"T001038";"20150";"T001040";"2018710";"2020JJ00";"    1339"
"376";"T001038";"20150";"T001040";"2018720";"2003JJ00";"    3469"
"381";"T001038";"20150";"T001040";"2018720";"2004JJ00";"    3431"
"386";"T001038";"20150";"T001040";"2018720";"2005JJ00";"    3441"
"391";"T001038";"20150";"T001040";"2018720";"2006JJ00";"    3439"
"396";"T001038";"20150";"T001040";"2018720";"2007JJ00";"    3411"
"401";"T001038";"20150";"T001040";"2018720";"2008JJ00";"    3434"
"406";"T001038";"20150";"T001040";"2018720";"2009JJ00";"    3424"
"411";"T001038";"20150";"T001040";"2018720";"2010JJ00";"    3367"
"416";"T001038";"20150";"T001040";"2018720";"2011JJ00";"    3395"
"421";"T001038";"20150";"T001040";"2018720";"2012JJ00";"    3370"
"426";"T001038";"20150";"T001040";"2018720";"2013JJ00";"    3003"
"431";"T001038";"20150";"T001040";"2018720";"2014JJ00";"    3045"
"436";"T001038";"20150";"T001040";"2018720";"2015JJ00";"    3032"
"441";"T001038";"20150";"T001040";"2018720";"2016JJ00";"    3035"
"446";"T001038";"20150";"T001040";"2018720";"2017JJ00";"    2991"
"451";"T001038";"20150";"T001040";"2018720";"2018JJ00";"    2987"
"456";"T001038";"20150";"T001040";"2018720";"2019JJ00";"    2962"
"461";"T001038";"20150";"T001040";"2018720";"2020JJ00";"    2897"
"841";"T001038";"20150";"T001040";"2018760";"2003JJ00";"    2030"
"846";"T001038";"20150";"T001040";"2018760";"2004JJ00";"    1795"
"851";"T001038";"20150";"T001040";"2018760";"2005JJ00";"    1797"
"856";"T001038";"20150";"T001040";"2018760";"2006JJ00";"    1927"
"861";"T001038";"20150";"T001040";"2018760";"2007JJ00";"    1937"
"866";"T001038";"20150";"T001040";"2018760";"2008JJ00";"    1898"
"871";"T001038";"20150";"T001040";"2018760";"2009JJ00";"    1892"
"876";"T001038";"20150";"T001040";"2018760";"2010JJ00";"    1826"
"881";"T001038";"20150";"T001040";"2018760";"2011JJ00";"    1750"
"886";"T001038";"20150";"T001040";"2018760";"2012JJ00";"    1818"
"891";"T001038";"20150";"T001040";"2018760";"2013JJ00";"    2354"
"896";"T001038";"20150";"T001040";"2018760";"2014JJ00";"    2304"
"901";"T001038";"20150";"T001040";"2018760";"2015JJ00";"    2231"
"906";"T001038";"20150";"T001040";"2018760";"2016JJ00";"    2240"
"911";"T001038";"20150";"T001040";"2018760";"2017JJ00";"    2224"
"916";"T001038";"20150";"T001040";"2018760";"2018JJ00";"    2093"
"921";"T001038";"20150";"T001040";"2018760";"2019JJ00";"    2047"
"926";"T001038";"20150";"T001040";"2018760";"2020JJ00";"    1994"
"934";"T001038";"20150";"T001040";"2018770";"2003JJ00";"    1772"
"939";"T001038";"20150";"T001040";"2018770";"2004JJ00";"    1940"
"944";"T001038";"20150";"T001040";"2018770";"2005JJ00";"    2007"
"949";"T001038";"20150";"T001040";"2018770";"2006JJ00";"    1997"
"954";"T001038";"20150";"T001040";"2018770";"2007JJ00";"    2034"
"959";"T001038";"20150";"T001040";"2018770";"2008JJ00";"    2046"
"964";"T001038";"20150";"T001040";"2018770";"2009JJ00";"    2079"
"969";"T001038";"20150";"T001040";"2018770";"2010JJ00";"    2114"
"974";"T001038";"20150";"T001040";"2018770";"2011JJ00";"    2087"
"979";"T001038";"20150";"T001040";"2018770";"2012JJ00";"    2061"
"984";"T001038";"20150";"T001040";"2018770";"2013JJ00";"    1726"
"989";"T001038";"20150";"T001040";"2018770";"2014JJ00";"    1768"
"994";"T001038";"20150";"T001040";"2018770";"2015JJ00";"    1796"
"999";"T001038";"20150";"T001040";"2018770";"2016JJ00";"    1791"
"1004";"T001038";"20150";"T001040";"2018770";"2017JJ00";"    1841"
"1009";"T001038";"20150";"T001040";"2018770";"2018JJ00";"    1897"
"1014";"T001038";"20150";"T001040";"2018770";"2019JJ00";"    1933"
"1019";"T001038";"20150";"T001040";"2018770";"2020JJ00";"    1941"
"1027";"T001038";"20150";"T001040";"2018780";"2003JJ00";"    1217"
"1032";"T001038";"20150";"T001040";"2018780";"2004JJ00";"    1254"
"1037";"T001038";"20150";"T001040";"2018780";"2005JJ00";"    1244"
"1042";"T001038";"20150";"T001040";"2018780";"2006JJ00";"    1206"
"1047";"T001038";"20150";"T001040";"2018780";"2007JJ00";"    1220"
"1052";"T001038";"20150";"T001040";"2018780";"2008JJ00";"    1183"
"1057";"T001038";"20150";"T001040";"2018780";"2009JJ00";"    1145"
"1062";"T001038";"20150";"T001040";"2018780";"2010JJ00";"    1186"
"1067";"T001038";"20150";"T001040";"2018780";"2011JJ00";"    1301"
"1072";"T001038";"20150";"T001040";"2018780";"2012JJ00";"    1294"
"1077";"T001038";"20150";"T001040";"2018780";"2013JJ00";"    1195"
"1082";"T001038";"20150";"T001040";"2018780";"2014JJ00";"    1217"
"1087";"T001038";"20150";"T001040";"2018780";"2015JJ00";"    1226"
"1092";"T001038";"20150";"T001040";"2018780";"2016JJ00";"    1237"
"1097";"T001038";"20150";"T001040";"2018780";"2017JJ00";"    1257"
"1102";"T001038";"20150";"T001040";"2018780";"2018JJ00";"    1311"
"1107";"T001038";"20150";"T001040";"2018780";"2019JJ00";"    1343"
"1112";"T001038";"20150";"T001040";"2018780";"2020JJ00";"    1379"
"1213";"T001038";"20150";"T001040";"2018800";"2003JJ00";"    1752"
"1218";"T001038";"20150";"T001040";"2018800";"2004JJ00";"    1866"
"1223";"T001038";"20150";"T001040";"2018800";"2005JJ00";"    1894"
"1228";"T001038";"20150";"T001040";"2018800";"2006JJ00";"    1922"
"1233";"T001038";"20150";"T001040";"2018800";"2007JJ00";"    1978"
"1238";"T001038";"20150";"T001040";"2018800";"2008JJ00";"    2087"
"1243";"T001038";"20150";"T001040";"2018800";"2009JJ00";"    2179"
"1248";"T001038";"20150";"T001040";"2018800";"2010JJ00";"    2249"
"1253";"T001038";"20150";"T001040";"2018800";"2011JJ00";"    2301"
"1258";"T001038";"20150";"T001040";"2018800";"2012JJ00";"    2371"
"1263";"T001038";"20150";"T001040";"2018800";"2013JJ00";"    2418"
"1268";"T001038";"20150";"T001040";"2018800";"2014JJ00";"    2462"
"1273";"T001038";"20150";"T001040";"2018800";"2015JJ00";"    2545"
"1278";"T001038";"20150";"T001040";"2018800";"2016JJ00";"    2584"
"1283";"T001038";"20150";"T001040";"2018800";"2017JJ00";"    2675"
"1288";"T001038";"20150";"T001040";"2018800";"2018JJ00";"    2768"
"1293";"T001038";"20150";"T001040";"2018800";"2019JJ00";"    2814"
"1298";"T001038";"20150";"T001040";"2018800";"2020JJ00";"    2963"
"1399";"T001038";"20150";"T001040";"2018810";"2003JJ00";"     889"
"1404";"T001038";"20150";"T001040";"2018810";"2004JJ00";"    1014"
"1409";"T001038";"20150";"T001040";"2018810";"2005JJ00";"    1071"
"1414";"T001038";"20150";"T001040";"2018810";"2006JJ00";"    1096"
"1419";"T001038";"20150";"T001040";"2018810";"2007JJ00";"    1125"
"1424";"T001038";"20150";"T001040";"2018810";"2008JJ00";"    1153"
"1429";"T001038";"20150";"T001040";"2018810";"2009JJ00";"    1174"
"1434";"T001038";"20150";"T001040";"2018810";"2010JJ00";"    1197"
"1439";"T001038";"20150";"T001040";"2018810";"2011JJ00";"    1152"
"1444";"T001038";"20150";"T001040";"2018810";"2012JJ00";"    1194"
"1449";"T001038";"20150";"T001040";"2018810";"2013JJ00";"    1299"
"1454";"T001038";"20150";"T001040";"2018810";"2014JJ00";"    1348"
"1459";"T001038";"20150";"T001040";"2018810";"2015JJ00";"    1375"
"1464";"T001038";"20150";"T001040";"2018810";"2016JJ00";"    1416"
"1469";"T001038";"20150";"T001040";"2018810";"2017JJ00";"    1481"
"1474";"T001038";"20150";"T001040";"2018810";"2018JJ00";"    1520"
"1479";"T001038";"20150";"T001040";"2018810";"2019JJ00";"    1600"
"1484";"T001038";"20150";"T001040";"2018810";"2020JJ00";"    1723"
"1864";"T001038";"20150";"1012600";"2018710";"2003JJ00";"    1341"
"1869";"T001038";"20150";"1012600";"2018710";"2004JJ00";"    1236"
"1874";"T001038";"20150";"1012600";"2018710";"2005JJ00";"    1191"
"1879";"T001038";"20150";"1012600";"2018710";"2006JJ00";"    1111"
"1884";"T001038";"20150";"1012600";"2018710";"2007JJ00";"    1079"
"1889";"T001038";"20150";"1012600";"2018710";"2008JJ00";"    1062"
"1894";"T001038";"20150";"1012600";"2018710";"2009JJ00";"    1028"
"1899";"T001038";"20150";"1012600";"2018710";"2010JJ00";"    1045"
"1904";"T001038";"20150";"1012600";"2018710";"2011JJ00";"    1044"
"1909";"T001038";"20150";"1012600";"2018710";"2012JJ00";"    1039"
"1914";"T001038";"20150";"1012600";"2018710";"2013JJ00";"    1115"
"1919";"T001038";"20150";"1012600";"2018710";"2014JJ00";"    1100"
"1924";"T001038";"20150";"1012600";"2018710";"2015JJ00";"    1099"
"1929";"T001038";"20150";"1012600";"2018710";"2016JJ00";"    1091"
"1934";"T001038";"20150";"1012600";"2018710";"2017JJ00";"    1057"
"1939";"T001038";"20150";"1012600";"2018710";"2018JJ00";"    1034"
"1944";"T001038";"20150";"1012600";"2018710";"2019JJ00";"    1004"
"1949";"T001038";"20150";"1012600";"2018710";"2020JJ00";"     940"
"2050";"T001038";"20150";"1012600";"2018720";"2003JJ00";"    2861"
"2055";"T001038";"20150";"1012600";"2018720";"2004JJ00";"    2895"
"2060";"T001038";"20150";"1012600";"2018720";"2005JJ00";"    2902"
"2065";"T001038";"20150";"1012600";"2018720";"2006JJ00";"    2885"
"2070";"T001038";"20150";"1012600";"2018720";"2007JJ00";"    2849"
"2075";"T001038";"20150";"1012600";"2018720";"2008JJ00";"    2803"
"2080";"T001038";"20150";"1012600";"2018720";"2009JJ00";"    2760"
"2085";"T001038";"20150";"1012600";"2018720";"2010JJ00";"    2706"
"2090";"T001038";"20150";"1012600";"2018720";"2011JJ00";"    2751"
"2095";"T001038";"20150";"1012600";"2018720";"2012JJ00";"    2742"
"2100";"T001038";"20150";"1012600";"2018720";"2013JJ00";"    2476"
"2105";"T001038";"20150";"1012600";"2018720";"2014JJ00";"    2484"
"2110";"T001038";"20150";"1012600";"2018720";"2015JJ00";"    2470"
"2115";"T001038";"20150";"1012600";"2018720";"2016JJ00";"    2466"
"2120";"T001038";"20150";"1012600";"2018720";"2017JJ00";"    2421"
"2125";"T001038";"20150";"1012600";"2018720";"2018JJ00";"    2418"
"2130";"T001038";"20150";"1012600";"2018720";"2019JJ00";"    2367"
"2135";"T001038";"20150";"1012600";"2018720";"2020JJ00";"    2312"
"2515";"T001038";"20150";"1012600";"2018760";"2003JJ00";"    1747"
"2520";"T001038";"20150";"1012600";"2018760";"2004JJ00";"    1485"
"2525";"T001038";"20150";"1012600";"2018760";"2005JJ00";"    1450"
"2530";"T001038";"20150";"1012600";"2018760";"2006JJ00";"    1553"
"2535";"T001038";"20150";"1012600";"2018760";"2007JJ00";"    1548"
"2540";"T001038";"20150";"1012600";"2018760";"2008JJ00";"    1546"
"2545";"T001038";"20150";"1012600";"2018760";"2009JJ00";"    1550"
"2550";"T001038";"20150";"1012600";"2018760";"2010JJ00";"    1489"
"2555";"T001038";"20150";"1012600";"2018760";"2011JJ00";"    1419"
"2560";"T001038";"20150";"1012600";"2018760";"2012JJ00";"    1457"
"2565";"T001038";"20150";"1012600";"2018760";"2013JJ00";"    1894"
"2570";"T001038";"20150";"1012600";"2018760";"2014JJ00";"    1867"
"2575";"T001038";"20150";"1012600";"2018760";"2015JJ00";"    1796"
"2580";"T001038";"20150";"1012600";"2018760";"2016JJ00";"    1804"
"2585";"T001038";"20150";"1012600";"2018760";"2017JJ00";"    1775"
"2590";"T001038";"20150";"1012600";"2018760";"2018JJ00";"    1656"
"2595";"T001038";"20150";"1012600";"2018760";"2019JJ00";"    1618"
"2600";"T001038";"20150";"1012600";"2018760";"2020JJ00";"    1574"
"2608";"T001038";"20150";"1012600";"2018770";"2003JJ00";"    1565"
"2613";"T001038";"20150";"1012600";"2018770";"2004JJ00";"    1701"
"2618";"T001038";"20150";"1012600";"2018770";"2005JJ00";"    1757"
"2623";"T001038";"20150";"1012600";"2018770";"2006JJ00";"    1743"
"2628";"T001038";"20150";"1012600";"2018770";"2007JJ00";"    1779"
"2633";"T001038";"20150";"1012600";"2018770";"2008JJ00";"    1791"
"2638";"T001038";"20150";"1012600";"2018770";"2009JJ00";"    1808"
"2643";"T001038";"20150";"1012600";"2018770";"2010JJ00";"    1829"
"2648";"T001038";"20150";"1012600";"2018770";"2011JJ00";"    1794"
"2653";"T001038";"20150";"1012600";"2018770";"2012JJ00";"    1760"
"2658";"T001038";"20150";"1012600";"2018770";"2013JJ00";"    1469"
"2663";"T001038";"20150";"1012600";"2018770";"2014JJ00";"    1517"
"2668";"T001038";"20150";"1012600";"2018770";"2015JJ00";"    1543"
"2673";"T001038";"20150";"1012600";"2018770";"2016JJ00";"    1521"
"2678";"T001038";"20150";"1012600";"2018770";"2017JJ00";"    1566"
"2683";"T001038";"20150";"1012600";"2018770";"2018JJ00";"    1610"
"2688";"T001038";"20150";"1012600";"2018770";"2019JJ00";"    1633"
"2693";"T001038";"20150";"1012600";"2018770";"2020JJ00";"    1610"
"2701";"T001038";"20150";"1012600";"2018780";"2003JJ00";"     923"
"2706";"T001038";"20150";"1012600";"2018780";"2004JJ00";"     922"
"2711";"T001038";"20150";"1012600";"2018780";"2005JJ00";"     889"
"2716";"T001038";"20150";"1012600";"2018780";"2006JJ00";"     865"
"2721";"T001038";"20150";"1012600";"2018780";"2007JJ00";"     883"
"2726";"T001038";"20150";"1012600";"2018780";"2008JJ00";"     890"
"2731";"T001038";"20150";"1012600";"2018780";"2009JJ00";"     877"
"2736";"T001038";"20150";"1012600";"2018780";"2010JJ00";"     912"
"2741";"T001038";"20150";"1012600";"2018780";"2011JJ00";"    1009"
"2746";"T001038";"20150";"1012600";"2018780";"2012JJ00";"     992"
"2751";"T001038";"20150";"1012600";"2018780";"2013JJ00";"     894"
"2756";"T001038";"20150";"1012600";"2018780";"2014JJ00";"     904"
"2761";"T001038";"20150";"1012600";"2018780";"2015JJ00";"     922"
"2766";"T001038";"20150";"1012600";"2018780";"2016JJ00";"     931"
"2771";"T001038";"20150";"1012600";"2018780";"2017JJ00";"     934"
"2776";"T001038";"20150";"1012600";"2018780";"2018JJ00";"     967"
"2781";"T001038";"20150";"1012600";"2018780";"2019JJ00";"     991"
"2786";"T001038";"20150";"1012600";"2018780";"2020JJ00";"    1019"
"2887";"T001038";"20150";"1012600";"2018800";"2003JJ00";"    1472"
"2892";"T001038";"20150";"1012600";"2018800";"2004JJ00";"    1601"
"2897";"T001038";"20150";"1012600";"2018800";"2005JJ00";"    1647"
"2902";"T001038";"20150";"1012600";"2018800";"2006JJ00";"    1681"
"2907";"T001038";"20150";"1012600";"2018800";"2007JJ00";"    1722"
"2912";"T001038";"20150";"1012600";"2018800";"2008JJ00";"    1785"
"2917";"T001038";"20150";"1012600";"2018800";"2009JJ00";"    1841"
"2922";"T001038";"20150";"1012600";"2018800";"2010JJ00";"    1901"
"2927";"T001038";"20150";"1012600";"2018800";"2011JJ00";"    1921"
"2932";"T001038";"20150";"1012600";"2018800";"2012JJ00";"    1965"
"2937";"T001038";"20150";"1012600";"2018800";"2013JJ00";"    1964"
"2942";"T001038";"20150";"1012600";"2018800";"2014JJ00";"    2011"
"2947";"T001038";"20150";"1012600";"2018800";"2015JJ00";"    2067"
"2952";"T001038";"20150";"1012600";"2018800";"2016JJ00";"    2091"
"2957";"T001038";"20150";"1012600";"2018800";"2017JJ00";"    2140"
"2962";"T001038";"20150";"1012600";"2018800";"2018JJ00";"    2206"
"2967";"T001038";"20150";"1012600";"2018800";"2019JJ00";"    2224"
"2972";"T001038";"20150";"1012600";"2018800";"2020JJ00";"    2324"
"3073";"T001038";"20150";"1012600";"2018810";"2003JJ00";"     706"
"3078";"T001038";"20150";"1012600";"2018810";"2004JJ00";"     777"
"3083";"T001038";"20150";"1012600";"2018810";"2005JJ00";"     810"
"3088";"T001038";"20150";"1012600";"2018810";"2006JJ00";"     831"
"3093";"T001038";"20150";"1012600";"2018810";"2007JJ00";"     851"
"3098";"T001038";"20150";"1012600";"2018810";"2008JJ00";"     875"
"3103";"T001038";"20150";"1012600";"2018810";"2009JJ00";"     889"
"3108";"T001038";"20150";"1012600";"2018810";"2010JJ00";"     914"
"3113";"T001038";"20150";"1012600";"2018810";"2011JJ00";"     880"
"3118";"T001038";"20150";"1012600";"2018810";"2012JJ00";"     900"
"3123";"T001038";"20150";"1012600";"2018810";"2013JJ00";"    1027"
"3128";"T001038";"20150";"1012600";"2018810";"2014JJ00";"    1052"
"3133";"T001038";"20150";"1012600";"2018810";"2015JJ00";"    1065"
"3138";"T001038";"20150";"1012600";"2018810";"2016JJ00";"    1087"
"3143";"T001038";"20150";"1012600";"2018810";"2017JJ00";"    1146"
"3148";"T001038";"20150";"1012600";"2018810";"2018JJ00";"    1163"
"3153";"T001038";"20150";"1012600";"2018810";"2019JJ00";"    1214"
"3158";"T001038";"20150";"1012600";"2018810";"2020JJ00";"    1281"
"3538";"T001038";"20150";"2012605";"2018710";"2003JJ00";"     453"
"3543";"T001038";"20150";"2012605";"2018710";"2004JJ00";"     399"
"3548";"T001038";"20150";"2012605";"2018710";"2005JJ00";"     351"
"3553";"T001038";"20150";"2012605";"2018710";"2006JJ00";"     347"
"3558";"T001038";"20150";"2012605";"2018710";"2007JJ00";"     323"
"3563";"T001038";"20150";"2012605";"2018710";"2008JJ00";"     354"
"3568";"T001038";"20150";"2012605";"2018710";"2009JJ00";"     377"
"3573";"T001038";"20150";"2012605";"2018710";"2010JJ00";"     368"
"3578";"T001038";"20150";"2012605";"2018710";"2011JJ00";"     378"
"3583";"T001038";"20150";"2012605";"2018710";"2012JJ00";"     358"
"3588";"T001038";"20150";"2012605";"2018710";"2013JJ00";"     375"
"3593";"T001038";"20150";"2012605";"2018710";"2014JJ00";"     399"
"3598";"T001038";"20150";"2012605";"2018710";"2015JJ00";"     407"
"3603";"T001038";"20150";"2012605";"2018710";"2016JJ00";"     395"
"3608";"T001038";"20150";"2012605";"2018710";"2017JJ00";"     392"
"3613";"T001038";"20150";"2012605";"2018710";"2018JJ00";"     415"
"3618";"T001038";"20150";"2012605";"2018710";"2019JJ00";"     427"
"3623";"T001038";"20150";"2012605";"2018710";"2020JJ00";"     397"
"3724";"T001038";"20150";"2012605";"2018720";"2003JJ00";"     608"
"3729";"T001038";"20150";"2012605";"2018720";"2004JJ00";"     535"
"3734";"T001038";"20150";"2012605";"2018720";"2005JJ00";"     538"
"3739";"T001038";"20150";"2012605";"2018720";"2006JJ00";"     553"
"3744";"T001038";"20150";"2012605";"2018720";"2007JJ00";"     561"
"3749";"T001038";"20150";"2012605";"2018720";"2008JJ00";"     630"
"3754";"T001038";"20150";"2012605";"2018720";"2009JJ00";"     662"
"3759";"T001038";"20150";"2012605";"2018720";"2010JJ00";"     659"
"3764";"T001038";"20150";"2012605";"2018720";"2011JJ00";"     644"
"3769";"T001038";"20150";"2012605";"2018720";"2012JJ00";"     627"
"3774";"T001038";"20150";"2012605";"2018720";"2013JJ00";"     527"
"3779";"T001038";"20150";"2012605";"2018720";"2014JJ00";"     559"
"3784";"T001038";"20150";"2012605";"2018720";"2015JJ00";"     559"
"3789";"T001038";"20150";"2012605";"2018720";"2016JJ00";"     567"
"3794";"T001038";"20150";"2012605";"2018720";"2017JJ00";"     569"
"3799";"T001038";"20150";"2012605";"2018720";"2018JJ00";"     568"
"3804";"T001038";"20150";"2012605";"2018720";"2019JJ00";"     592"
"3809";"T001038";"20150";"2012605";"2018720";"2020JJ00";"     583"
"4189";"T001038";"20150";"2012605";"2018760";"2003JJ00";"     283"
"4194";"T001038";"20150";"2012605";"2018760";"2004JJ00";"     310"
"4199";"T001038";"20150";"2012605";"2018760";"2005JJ00";"     346"
"4204";"T001038";"20150";"2012605";"2018760";"2006JJ00";"     374"
"4209";"T001038";"20150";"2012605";"2018760";"2007JJ00";"     389"
"4214";"T001038";"20150";"2012605";"2018760";"2008JJ00";"     352"
"4219";"T001038";"20150";"2012605";"2018760";"2009JJ00";"     342"
"4224";"T001038";"20150";"2012605";"2018760";"2010JJ00";"     337"
"4229";"T001038";"20150";"2012605";"2018760";"2011JJ00";"     332"
"4234";"T001038";"20150";"2012605";"2018760";"2012JJ00";"     361"
"4239";"T001038";"20150";"2012605";"2018760";"2013JJ00";"     460"
"4244";"T001038";"20150";"2012605";"2018760";"2014JJ00";"     435"
"4249";"T001038";"20150";"2012605";"2018760";"2015JJ00";"     433"
"4254";"T001038";"20150";"2012605";"2018760";"2016JJ00";"     434"
"4259";"T001038";"20150";"2012605";"2018760";"2017JJ00";"     447"
"4264";"T001038";"20150";"2012605";"2018760";"2018JJ00";"     435"
"4269";"T001038";"20150";"2012605";"2018760";"2019JJ00";"     428"
"4274";"T001038";"20150";"2012605";"2018760";"2020JJ00";"     419"
"4282";"T001038";"20150";"2012605";"2018770";"2003JJ00";"     207"
"4287";"T001038";"20150";"2012605";"2018770";"2004JJ00";"     239"
"4292";"T001038";"20150";"2012605";"2018770";"2005JJ00";"     249"
"4297";"T001038";"20150";"2012605";"2018770";"2006JJ00";"     254"
"4302";"T001038";"20150";"2012605";"2018770";"2007JJ00";"     254"
"4307";"T001038";"20150";"2012605";"2018770";"2008JJ00";"     255"
"4312";"T001038";"20150";"2012605";"2018770";"2009JJ00";"     272"
"4317";"T001038";"20150";"2012605";"2018770";"2010JJ00";"     285"
"4322";"T001038";"20150";"2012605";"2018770";"2011JJ00";"     292"
"4327";"T001038";"20150";"2012605";"2018770";"2012JJ00";"     301"
"4332";"T001038";"20150";"2012605";"2018770";"2013JJ00";"     257"
"4337";"T001038";"20150";"2012605";"2018770";"2014JJ00";"     249"
"4342";"T001038";"20150";"2012605";"2018770";"2015JJ00";"     252"
"4347";"T001038";"20150";"2012605";"2018770";"2016JJ00";"     269"
"4352";"T001038";"20150";"2012605";"2018770";"2017JJ00";"     274"
"4357";"T001038";"20150";"2012605";"2018770";"2018JJ00";"     286"
"4362";"T001038";"20150";"2012605";"2018770";"2019JJ00";"     299"
"4367";"T001038";"20150";"2012605";"2018770";"2020JJ00";"     330"
"4375";"T001038";"20150";"2012605";"2018780";"2003JJ00";"     293"
"4380";"T001038";"20150";"2012605";"2018780";"2004JJ00";"     329"
"4385";"T001038";"20150";"2012605";"2018780";"2005JJ00";"     353"
"4390";"T001038";"20150";"2012605";"2018780";"2006JJ00";"     338"
"4395";"T001038";"20150";"2012605";"2018780";"2007JJ00";"     336"
"4400";"T001038";"20150";"2012605";"2018780";"2008JJ00";"     291"
"4405";"T001038";"20150";"2012605";"2018780";"2009JJ00";"     265"
"4410";"T001038";"20150";"2012605";"2018780";"2010JJ00";"     271"
"4415";"T001038";"20150";"2012605";"2018780";"2011JJ00";"     291"
"4420";"T001038";"20150";"2012605";"2018780";"2012JJ00";"     299"
"4425";"T001038";"20150";"2012605";"2018780";"2013JJ00";"     300"
"4430";"T001038";"20150";"2012605";"2018780";"2014JJ00";"     312"
"4435";"T001038";"20150";"2012605";"2018780";"2015JJ00";"     302"
"4440";"T001038";"20150";"2012605";"2018780";"2016JJ00";"     305"
"4445";"T001038";"20150";"2012605";"2018780";"2017JJ00";"     321"
"4450";"T001038";"20150";"2012605";"2018780";"2018JJ00";"     341"
"4455";"T001038";"20150";"2012605";"2018780";"2019JJ00";"     351"
"4460";"T001038";"20150";"2012605";"2018780";"2020JJ00";"     357"
"4561";"T001038";"20150";"2012605";"2018800";"2003JJ00";"     280"
"4566";"T001038";"20150";"2012605";"2018800";"2004JJ00";"     265"
"4571";"T001038";"20150";"2012605";"2018800";"2005JJ00";"     247"
"4576";"T001038";"20150";"2012605";"2018800";"2006JJ00";"     242"
"4581";"T001038";"20150";"2012605";"2018800";"2007JJ00";"     256"
"4586";"T001038";"20150";"2012605";"2018800";"2008JJ00";"     302"
"4591";"T001038";"20150";"2012605";"2018800";"2009JJ00";"     337"
"4596";"T001038";"20150";"2012605";"2018800";"2010JJ00";"     349"
"4601";"T001038";"20150";"2012605";"2018800";"2011JJ00";"     380"
"4606";"T001038";"20150";"2012605";"2018800";"2012JJ00";"     406"
"4611";"T001038";"20150";"2012605";"2018800";"2013JJ00";"     453"
"4616";"T001038";"20150";"2012605";"2018800";"2014JJ00";"     447"
"4621";"T001038";"20150";"2012605";"2018800";"2015JJ00";"     475"
"4626";"T001038";"20150";"2012605";"2018800";"2016JJ00";"     489"
"4631";"T001038";"20150";"2012605";"2018800";"2017JJ00";"     530"
"4636";"T001038";"20150";"2012605";"2018800";"2018JJ00";"     557"
"4641";"T001038";"20150";"2012605";"2018800";"2019JJ00";"     585"
"4646";"T001038";"20150";"2012605";"2018800";"2020JJ00";"     634"
"4747";"T001038";"20150";"2012605";"2018810";"2003JJ00";"     184"
"4752";"T001038";"20150";"2012605";"2018810";"2004JJ00";"     236"
"4757";"T001038";"20150";"2012605";"2018810";"2005JJ00";"     260"
"4762";"T001038";"20150";"2012605";"2018810";"2006JJ00";"     264"
"4767";"T001038";"20150";"2012605";"2018810";"2007JJ00";"     274"
"4772";"T001038";"20150";"2012605";"2018810";"2008JJ00";"     278"
"4777";"T001038";"20150";"2012605";"2018810";"2009JJ00";"     285"
"4782";"T001038";"20150";"2012605";"2018810";"2010JJ00";"     282"
"4787";"T001038";"20150";"2012605";"2018810";"2011JJ00";"     273"
"4792";"T001038";"20150";"2012605";"2018810";"2012JJ00";"     294"
"4797";"T001038";"20150";"2012605";"2018810";"2013JJ00";"     273"
"4802";"T001038";"20150";"2012605";"2018810";"2014JJ00";"     293"
"4807";"T001038";"20150";"2012605";"2018810";"2015JJ00";"     307"
"4812";"T001038";"20150";"2012605";"2018810";"2016JJ00";"     327"
"4817";"T001038";"20150";"2012605";"2018810";"2017JJ00";"     333"
"4822";"T001038";"20150";"2012605";"2018810";"2018JJ00";"     354"
"4827";"T001038";"20150";"2012605";"2018810";"2019JJ00";"     385"
"4832";"T001038";"20150";"2012605";"2018810";"2020JJ00";"     440"
"5212";"T001038";"20150";"2012655";"2018710";"2003JJ00";"     152"
"5217";"T001038";"20150";"2012655";"2018710";"2004JJ00";"     130"
"5222";"T001038";"20150";"2012655";"2018710";"2005JJ00";"     114"
"5227";"T001038";"20150";"2012655";"2018710";"2006JJ00";"     104"
